Accuracy,Precision,Recall (Sensitivity),Specificity,F1-Score,AUC-ROC,AUC-PR
0.8830128205128205,0.8837772397094431,0.9358974358974359,0.7948717948717948,0.9090909090909091,0.9395682664913434,0.9560056576065343
